Customer ID,Dining Preference,Room Preference,Sports Activities,Wellness,Pricing Pattern
8904,Vegan,Standard,Golf,Massage,Frugal
8905,Vegan,Suite,None,Sauna,Frugal
8906,Vegan,Standard,Golf,Sauna,Frugal
8907,Non-Vegetarian,Standard,Golf,None,Luxury
8908,Vegetarian,Standard,None,Sauna,Luxury
8909,Vegan,Suite,Table Tennis,Massage,Luxury
8910,Vegetarian,Deluxe,Swimming,Massage,Frugal
8911,Vegan,Suite,Golf,None,Frugal
8912,Non-Vegetarian,Standard,None,Massage,Frugal
8913,Vegan,Deluxe,Swimming,None,Luxury
8914,Non-Vegetarian,Deluxe,Golf,Massage,Luxury
8915,Vegetarian,Standard,None,Sauna,Luxury
8916,Non-Vegetarian,Standard,Swimming,Sauna,Frugal
8917,Vegan,Deluxe,Swimming,None,Luxury
8918,Non-Vegetarian,Deluxe,Golf,Sauna,Frugal
8919,Vegan,Suite,None,Massage,Frugal
8920,Vegetarian,Deluxe,Swimming,Sauna,Frugal
8921,Vegan,Suite,Golf,Massage,Luxury
8922,Non-Vegetarian,Standard,Swimming,None,Luxury
8923,Vegetarian,Suite,Table Tennis,Gym,Frugal
8924,Vegetarian,Suite,Table Tennis,Massage,Frugal
8925,Non-Vegetarian,Suite,None,None,Luxury
8926,Vegetarian,Suite,Table Tennis,Gym,Frugal
8927,Non-Vegetarian,Deluxe,None,Massage,Luxury
8928,Vegetarian,Suite,Golf,Sauna,Frugal
8929,Non-Vegetarian,Standard,None,None,Frugal
8930,Non-Vegetarian,Suite,Swimming,None,Luxury
8931,Vegetarian,Standard,None,None,Frugal
8932,Vegetarian,Deluxe,None,Massage,Frugal
8933,Vegetarian,Deluxe,Table Tennis,Sauna,Frugal
8934,Non-Vegetarian,Suite,Golf,Sauna,Frugal
8935,Vegetarian,Suite,None,Massage,Luxury
8936,Non-Vegetarian,Deluxe,Swimming,None,Luxury
8937,Non-Vegetarian,Suite,Golf,Sauna,Frugal
8938,Non-Vegetarian,Deluxe,None,Massage,Frugal
8939,Vegetarian,Deluxe,Swimming,Gym,Luxury
8940,Non-Vegetarian,Deluxe,Golf,Massage,Luxury
8941,Vegan,Deluxe,Golf,None,Luxury
8942,Non-Vegetarian,Standard,Swimming,Sauna,Frugal
8943,Vegan,Standard,None,Sauna,Frugal
8944,Vegan,Deluxe,Golf,Sauna,Frugal
8945,Vegan,Standard,Swimming,None,Luxury
8946,Vegan,Standard,None,Sauna,Frugal
8947,Vegetarian,Standard,Swimming,None,Luxury
8948,Vegetarian,Deluxe,Golf,Gym,Luxury
8949,Non-Vegetarian,Suite,Golf,Gym,Frugal
8950,Vegan,Deluxe,Table Tennis,Gym,Luxury
8951,Vegan,Deluxe,Golf,Gym,Frugal
8952,Non-Vegetarian,Suite,None,Gym,Luxury
8953,Vegan,Deluxe,None,None,Luxury
8954,Vegan,Suite,Swimming,Gym,Frugal
8955,Non-Vegetarian,Deluxe,Table Tennis,Sauna,Frugal
8956,Vegan,Suite,Golf,Gym,Luxury
8957,Vegetarian,Suite,Swimming,Massage,Luxury
8958,Vegetarian,Deluxe,Swimming,Massage,Luxury
8959,Vegetarian,Standard,Table Tennis,Gym,Luxury
8960,Non-Vegetarian,Deluxe,Swimming,Massage,Luxury
8961,Vegan,Standard,Swimming,Massage,Luxury
8962,Non-Vegetarian,Suite,Table Tennis,Gym,Frugal
8963,Non-Vegetarian,Suite,Table Tennis,Massage,Frugal
8964,Vegan,Deluxe,Table Tennis,Sauna,Luxury
8965,Vegetarian,Deluxe,None,None,Frugal
8966,Vegan,Suite,Table Tennis,Gym,Frugal
8967,Non-Vegetarian,Deluxe,Golf,Massage,Frugal
8968,Vegan,Standard,Swimming,Gym,Frugal
8969,Vegetarian,Suite,None,Sauna,Frugal
8970,Vegetarian,Standard,None,Massage,Frugal
8971,Vegetarian,Standard,Table Tennis,None,Frugal
8972,Vegetarian,Deluxe,None,None,Luxury
8973,Non-Vegetarian,Standard,Golf,Sauna,Frugal
8974,Vegan,Deluxe,Golf,None,Frugal
8975,Non-Vegetarian,Suite,None,Gym,Luxury
8976,Vegetarian,Standard,Table Tennis,Gym,Luxury
8977,Non-Vegetarian,Standard,Golf,Sauna,Luxury
8978,Non-Vegetarian,Standard,Golf,None,Frugal
8979,Non-Vegetarian,Suite,None,None,Frugal
8980,Non-Vegetarian,Standard,Golf,Sauna,Luxury
8981,Vegetarian,Standard,Swimming,None,Frugal
8982,Non-Vegetarian,Standard,Golf,None,Luxury
8983,Non-Vegetarian,Standard,Table Tennis,Massage,Frugal
8984,Non-Vegetarian,Suite,Golf,Gym,Frugal
8985,Vegan,Suite,None,None,Frugal
8986,Vegan,Suite,None,Gym,Frugal
8987,Non-Vegetarian,Suite,Golf,Sauna,Frugal
8988,Vegetarian,Deluxe,None,Massage,Luxury
8989,Vegan,Suite,Table Tennis,Massage,Luxury
8990,Non-Vegetarian,Suite,Table Tennis,Gym,Frugal
8991,Non-Vegetarian,Standard,Golf,Gym,Frugal
8992,Vegan,Standard,Swimming,None,Frugal
8993,Non-Vegetarian,Suite,Golf,None,Frugal
8994,Non-Vegetarian,Suite,Golf,Gym,Luxury
8995,Vegan,Deluxe,Golf,Massage,Luxury
8996,Vegetarian,Suite,Table Tennis,Gym,Luxury
8997,Vegan,Suite,Swimming,Sauna,Luxury
8998,Vegetarian,Standard,Swimming,Sauna,Frugal
8999,Vegan,Standard,Golf,Sauna,Frugal
9000,Vegan,Standard,Golf,Gym,Frugal
9001,Non-Vegetarian,Suite,None,Gym,Frugal
9002,Vegan,Deluxe,Golf,Massage,Luxury
9003,Vegetarian,Suite,Golf,None,Luxury
9004,Non-Vegetarian,Suite,Swimming,Massage,Luxury
9005,Vegetarian,Deluxe,Table Tennis,Sauna,Luxury
9006,Vegetarian,Suite,Swimming,Gym,Frugal
9007,Non-Vegetarian,Suite,Table Tennis,None,Frugal
9008,Vegetarian,Deluxe,Golf,Gym,Luxury
9009,Vegetarian,Standard,Golf,Gym,Frugal
9010,Vegetarian,Suite,Swimming,Massage,Frugal
9011,Vegetarian,Deluxe,None,Massage,Frugal
9012,Vegetarian,Suite,None,Sauna,Luxury
9013,Vegetarian,Suite,Table Tennis,Gym,Frugal
9014,Vegetarian,Standard,Swimming,None,Frugal
9015,Vegetarian,Deluxe,Table Tennis,Gym,Frugal
9016,Non-Vegetarian,Standard,Golf,None,Frugal
9017,Non-Vegetarian,Deluxe,Table Tennis,Massage,Luxury
9018,Non-Vegetarian,Standard,None,Sauna,Frugal
9019,Vegan,Suite,None,Sauna,Frugal
9020,Non-Vegetarian,Deluxe,Golf,Sauna,Frugal
9021,Vegan,Standard,None,Gym,Frugal
9022,Non-Vegetarian,Standard,None,Gym,Luxury
9023,Vegetarian,Standard,Golf,None,Frugal
9024,Vegetarian,Deluxe,Table Tennis,Gym,Luxury
9025,Vegan,Suite,Table Tennis,None,Luxury
9026,Vegetarian,Standard,Table Tennis,None,Frugal
9027,Vegetarian,Suite,Golf,Sauna,Frugal
9028,Vegetarian,Suite,Swimming,Gym,Frugal
9029,Vegetarian,Deluxe,Golf,Sauna,Luxury
9030,Non-Vegetarian,Deluxe,Golf,Massage,Frugal
9031,Vegan,Standard,Swimming,Gym,Luxury
9032,Non-Vegetarian,Suite,Golf,None,Frugal
9033,Non-Vegetarian,Standard,Golf,None,Frugal
9034,Vegan,Standard,Golf,Gym,Frugal
9035,Non-Vegetarian,Deluxe,Golf,Sauna,Frugal
9036,Non-Vegetarian,Suite,None,Massage,Luxury
9037,Vegetarian,Deluxe,Table Tennis,Sauna,Luxury
9038,Non-Vegetarian,Suite,Swimming,Massage,Frugal
9039,Vegan,Standard,Golf,None,Frugal
9040,Vegetarian,Deluxe,None,None,Luxury
9041,Non-Vegetarian,Standard,Swimming,Massage,Frugal
9042,Vegan,Deluxe,Swimming,Massage,Luxury
9043,Vegan,Deluxe,Swimming,Gym,Luxury
9044,Vegetarian,Standard,Golf,None,Frugal
9045,Non-Vegetarian,Standard,None,Sauna,Frugal
9046,Non-Vegetarian,Suite,None,None,Frugal
9047,Vegetarian,Deluxe,Table Tennis,Massage,Frugal
9048,Non-Vegetarian,Standard,Table Tennis,Massage,Luxury
9049,Non-Vegetarian,Standard,Golf,None,Frugal
9050,Non-Vegetarian,Standard,None,Sauna,Luxury
9051,Vegetarian,Suite,Golf,Sauna,Frugal
9052,Vegan,Deluxe,Swimming,Gym,Luxury
9053,Vegetarian,Deluxe,Swimming,Gym,Frugal
9054,Non-Vegetarian,Suite,Golf,None,Frugal
9055,Vegetarian,Standard,Swimming,Sauna,Luxury
9056,Non-Vegetarian,Suite,None,None,Luxury
9057,Vegetarian,Suite,Golf,None,Luxury
9058,Vegan,Suite,Swimming,Massage,Frugal
9059,Vegan,Deluxe,Table Tennis,Massage,Frugal
9060,Vegan,Standard,Swimming,Massage,Frugal
9061,Non-Vegetarian,Deluxe,Table Tennis,Massage,Luxury
9062,Non-Vegetarian,Standard,Table Tennis,Sauna,Luxury
9063,Vegetarian,Standard,Golf,Massage,Frugal
9064,Vegan,Deluxe,None,None,Frugal
9065,Vegetarian,Standard,Golf,Gym,Luxury
9066,Vegan,Deluxe,None,None,Luxury
9067,Vegan,Suite,Golf,Gym,Frugal
9068,Non-Vegetarian,Standard,Table Tennis,Sauna,Frugal
9069,Non-Vegetarian,Suite,Golf,None,Frugal
9070,Vegetarian,Deluxe,Swimming,None,Luxury
9071,Vegetarian,Standard,Table Tennis,None,Luxury
9072,Vegan,Deluxe,Golf,Massage,Luxury
9073,Non-Vegetarian,Suite,None,Sauna,Frugal
9074,Vegetarian,Suite,Table Tennis,Massage,Luxury
9075,Vegan,Deluxe,Table Tennis,Sauna,Luxury
9076,Non-Vegetarian,Deluxe,None,Massage,Luxury
9077,Vegetarian,Standard,Swimming,Gym,Luxury
9078,Vegan,Standard,Table Tennis,Sauna,Luxury
9079,Vegan,Deluxe,None,Gym,Luxury
9080,Vegan,Deluxe,Swimming,None,Frugal
9081,Vegan,Suite,Table Tennis,Gym,Frugal
9082,Vegan,Standard,Table Tennis,Massage,Luxury
9083,Vegan,Suite,Golf,Sauna,Frugal
9084,Vegetarian,Standard,Table Tennis,None,Luxury
9085,Vegan,Deluxe,Table Tennis,None,Frugal
9086,Vegan,Standard,Table Tennis,Gym,Frugal
9087,Vegan,Standard,Table Tennis,Massage,Luxury
9088,Non-Vegetarian,Suite,Table Tennis,Massage,Luxury
9089,Non-Vegetarian,Deluxe,Swimming,Sauna,Luxury
9090,Vegetarian,Suite,Golf,Gym,Frugal
9091,Vegetarian,Deluxe,None,Gym,Luxury
9092,Vegan,Standard,Golf,Massage,Luxury
9093,Non-Vegetarian,Standard,Table Tennis,None,Luxury
9094,Vegetarian,Deluxe,Swimming,Sauna,Frugal
9095,Vegan,Deluxe,None,None,Frugal
9096,Vegetarian,Standard,Table Tennis,Massage,Frugal
9097,Vegetarian,Suite,Table Tennis,Massage,Frugal
9098,Non-Vegetarian,Standard,Swimming,Sauna,Luxury
9099,Non-Vegetarian,Standard,None,Sauna,Frugal
9100,Non-Vegetarian,Deluxe,Swimming,None,Luxury
9101,Non-Vegetarian,Standard,Swimming,None,Luxury
9102,Non-Vegetarian,Deluxe,Swimming,Massage,Frugal
9103,Vegetarian,Deluxe,None,Massage,Luxury
9104,Vegan,Suite,Golf,Gym,Luxury
9105,Non-Vegetarian,Standard,Golf,None,Luxury
9106,Non-Vegetarian,Deluxe,Golf,None,Frugal
9107,Non-Vegetarian,Standard,Swimming,Massage,Luxury
9108,Vegetarian,Standard,None,None,Frugal
9109,Vegan,Standard,Swimming,Sauna,Luxury
9110,Vegan,Standard,Table Tennis,None,Luxury
9111,Vegan,Suite,Table Tennis,None,Frugal
9112,Non-Vegetarian,Suite,None,None,Luxury
9113,Vegan,Standard,Swimming,Sauna,Frugal
9114,Vegan,Suite,None,None,Frugal
9115,Vegetarian,Standard,Table Tennis,None,Frugal
9116,Vegetarian,Standard,Swimming,None,Frugal
9117,Vegan,Deluxe,Golf,None,Frugal
9118,Vegan,Standard,Swimming,Gym,Frugal
9119,Vegetarian,Standard,None,Massage,Luxury
9120,Non-Vegetarian,Deluxe,Table Tennis,None,Frugal
9121,Non-Vegetarian,Standard,None,Gym,Luxury
9122,Vegetarian,Standard,Swimming,Sauna,Frugal
9123,Non-Vegetarian,Deluxe,Table Tennis,None,Luxury
9124,Vegetarian,Standard,Table Tennis,Gym,Luxury
9125,Vegetarian,Standard,Swimming,Sauna,Frugal
9126,Non-Vegetarian,Deluxe,None,Massage,Luxury
9127,Vegan,Standard,Golf,None,Luxury
9128,Vegetarian,Deluxe,Swimming,Massage,Frugal
9129,Non-Vegetarian,Standard,None,None,Luxury
9130,Vegan,Deluxe,None,Massage,Luxury
9131,Non-Vegetarian,Suite,None,Gym,Luxury
9132,Non-Vegetarian,Standard,Golf,None,Frugal
9133,Non-Vegetarian,Standard,Swimming,Gym,Luxury
9134,Vegan,Deluxe,None,Gym,Frugal
9135,Non-Vegetarian,Suite,Table Tennis,Gym,Frugal
9136,Non-Vegetarian,Suite,Table Tennis,Massage,Frugal
9137,Vegetarian,Suite,Table Tennis,Massage,Frugal
9138,Vegetarian,Standard,Swimming,Gym,Luxury
9139,Vegetarian,Standard,Swimming,None,Frugal
9140,Vegan,Standard,None,Gym,Frugal
9141,Vegan,Standard,Swimming,Gym,Frugal
9142,Vegetarian,Standard,Golf,Gym,Luxury
9143,Vegan,Suite,Swimming,Massage,Luxury
9144,Vegan,Suite,None,Gym,Luxury
9145,Non-Vegetarian,Deluxe,None,Gym,Luxury
9146,Non-Vegetarian,Deluxe,Table Tennis,Sauna,Frugal
9147,Vegetarian,Standard,Golf,Gym,Frugal
9148,Vegetarian,Deluxe,Golf,Massage,Frugal
9149,Vegetarian,Suite,None,None,Luxury
9150,Non-Vegetarian,Standard,Golf,Gym,Luxury
9151,Vegan,Suite,Golf,None,Luxury
9152,Non-Vegetarian,Suite,None,Gym,Luxury
9153,Vegetarian,Deluxe,Golf,Sauna,Frugal
9154,Vegetarian,Deluxe,Table Tennis,Massage,Luxury
9155,Vegetarian,Suite,None,Massage,Luxury
9156,Non-Vegetarian,Deluxe,Swimming,None,Frugal
9157,Non-Vegetarian,Deluxe,Table Tennis,Gym,Frugal
9158,Non-Vegetarian,Suite,None,Massage,Luxury
9159,Non-Vegetarian,Deluxe,Golf,None,Luxury
9160,Vegan,Suite,None,None,Frugal
9161,Vegan,Standard,Swimming,Massage,Frugal
9162,Vegetarian,Suite,None,Gym,Frugal
9163,Vegetarian,Standard,Swimming,Massage,Luxury
9164,Non-Vegetarian,Standard,None,Gym,Frugal
9165,Vegetarian,Standard,None,Sauna,Frugal
9166,Non-Vegetarian,Suite,Golf,Sauna,Luxury
9167,Non-Vegetarian,Deluxe,Table Tennis,Massage,Frugal
9168,Vegan,Standard,Table Tennis,None,Luxury
9169,Non-Vegetarian,Suite,None,None,Luxury
9170,Non-Vegetarian,Suite,Golf,Sauna,Luxury
9171,Vegan,Standard,Golf,Massage,Frugal
9172,Vegan,Standard,Golf,Sauna,Frugal
9173,Vegan,Deluxe,None,Gym,Frugal
9174,Non-Vegetarian,Suite,None,Sauna,Luxury
9175,Vegetarian,Suite,None,Sauna,Luxury
9176,Vegetarian,Suite,Swimming,Massage,Frugal
9177,Vegan,Deluxe,Swimming,Massage,Frugal
9178,Vegetarian,Deluxe,Golf,Gym,Luxury
9179,Vegan,Standard,Swimming,None,Frugal
9180,Non-Vegetarian,Suite,Golf,None,Frugal
9181,Vegetarian,Deluxe,None,Sauna,Luxury
9182,Vegan,Suite,Swimming,Sauna,Luxury
9183,Vegetarian,Deluxe,None,Gym,Frugal
9184,Non-Vegetarian,Suite,Golf,Sauna,Luxury
9185,Vegan,Deluxe,Table Tennis,None,Frugal
9186,Vegan,Suite,Golf,Gym,Frugal
9187,Non-Vegetarian,Suite,None,Sauna,Frugal
9188,Non-Vegetarian,Deluxe,Table Tennis,Sauna,Frugal
9189,Vegetarian,Deluxe,Swimming,Sauna,Frugal
9190,Vegan,Standard,Swimming,Sauna,Frugal
9191,Vegan,Deluxe,Swimming,Massage,Frugal
9192,Non-Vegetarian,Standard,Swimming,Massage,Frugal
9193,Non-Vegetarian,Suite,None,Gym,Luxury
9194,Vegetarian,Standard,Table Tennis,Gym,Luxury
9195,Vegan,Standard,Swimming,Gym,Frugal
9196,Vegan,Suite,None,Gym,Luxury
9197,Vegetarian,Suite,Swimming,Gym,Luxury
9198,Non-Vegetarian,Suite,Golf,Gym,Frugal
9199,Vegan,Deluxe,Swimming,Sauna,Frugal
9200,Non-Vegetarian,Suite,Swimming,Gym,Frugal
9201,Non-Vegetarian,Standard,Table Tennis,None,Luxury
9202,Vegetarian,Deluxe,Table Tennis,Massage,Frugal
9203,Vegan,Suite,Swimming,None,Frugal
9204,Vegan,Standard,Golf,Massage,Luxury
9205,Vegetarian,Deluxe,Golf,Gym,Luxury
9206,Non-Vegetarian,Deluxe,Table Tennis,Sauna,Frugal
9207,Vegan,Standard,Golf,Sauna,Frugal
9208,Vegan,Standard,Swimming,Gym,Frugal
9209,Non-Vegetarian,Standard,Golf,Gym,Luxury
9210,Vegetarian,Suite,Golf,None,Luxury
9211,Non-Vegetarian,Standard,Golf,Sauna,Frugal
9212,Vegetarian,Standard,Table Tennis,Gym,Frugal
9213,Non-Vegetarian,Deluxe,Golf,None,Luxury
9214,Vegan,Deluxe,None,None,Frugal
9215,Non-Vegetarian,Standard,Golf,None,Luxury
9216,Non-Vegetarian,Suite,Swimming,Gym,Frugal
9217,Non-Vegetarian,Suite,Table Tennis,Massage,Luxury
9218,Vegan,Suite,Swimming,None,Frugal
9219,Non-Vegetarian,Standard,None,Massage,Frugal
9220,Vegetarian,Suite,Golf,None,Luxury
9221,Vegetarian,Deluxe,Golf,Gym,Luxury
9222,Vegan,Standard,Swimming,Massage,Frugal
9223,Vegetarian,Deluxe,Table Tennis,None,Luxury
9224,Non-Vegetarian,Deluxe,Golf,Sauna,Frugal
9225,Non-Vegetarian,Suite,Golf,Sauna,Luxury
9226,Non-Vegetarian,Standard,Swimming,Gym,Luxury
9227,Vegan,Standard,Golf,Massage,Frugal
9228,Non-Vegetarian,Suite,None,Gym,Luxury
9229,Non-Vegetarian,Suite,Table Tennis,Sauna,Luxury
9230,Vegan,Deluxe,Swimming,Massage,Luxury
9231,Non-Vegetarian,Suite,None,Gym,Luxury
9232,Non-Vegetarian,Deluxe,Table Tennis,Massage,Luxury
9233,Vegetarian,Standard,None,None,Luxury
9234,Vegetarian,Standard,Golf,Massage,Luxury
9235,Vegetarian,Standard,None,Massage,Luxury
9236,Vegetarian,Suite,Table Tennis,Gym,Luxury
9237,Vegetarian,Suite,None,Sauna,Luxury
9238,Vegetarian,Suite,Swimming,None,Luxury
9239,Vegetarian,Suite,Swimming,Gym,Luxury
9240,Non-Vegetarian,Deluxe,Table Tennis,Sauna,Luxury
9241,Vegan,Deluxe,None,Massage,Frugal
9242,Vegetarian,Suite,None,None,Frugal
9243,Non-Vegetarian,Deluxe,None,Gym,Luxury
9244,Non-Vegetarian,Suite,Swimming,Massage,Frugal
9245,Non-Vegetarian,Deluxe,Table Tennis,Sauna,Frugal
9246,Vegetarian,Deluxe,None,Massage,Luxury
9247,Non-Vegetarian,Standard,None,Massage,Frugal
9248,Vegetarian,Suite,None,Sauna,Luxury
9249,Vegan,Deluxe,Table Tennis,Gym,Luxury
9250,Vegan,Standard,None,Gym,Frugal
9251,Vegetarian,Deluxe,Table Tennis,None,Luxury
9252,Non-Vegetarian,Deluxe,Golf,Gym,Luxury
9253,Vegan,Deluxe,None,Gym,Frugal
9254,Non-Vegetarian,Standard,Table Tennis,Massage,Luxury
9255,Vegetarian,Standard,Golf,Massage,Frugal
9256,Vegetarian,Standard,Table Tennis,None,Frugal
9257,Non-Vegetarian,Deluxe,Golf,Gym,Frugal
9258,Vegetarian,Deluxe,Table Tennis,Massage,Frugal
9259,Vegetarian,Deluxe,Table Tennis,Gym,Frugal
9260,Vegetarian,Suite,Table Tennis,Gym,Luxury
9261,Vegan,Suite,Golf,Massage,Frugal
9262,Non-Vegetarian,Standard,Table Tennis,Sauna,Luxury
9263,Vegetarian,Suite,Swimming,Massage,Luxury
9264,Vegetarian,Standard,None,Gym,Frugal
9265,Non-Vegetarian,Deluxe,None,None,Frugal
9266,Vegetarian,Deluxe,Table Tennis,Gym,Luxury
9267,Non-Vegetarian,Suite,Golf,Gym,Frugal
9268,Vegetarian,Deluxe,Table Tennis,Sauna,Luxury
9269,Vegetarian,Deluxe,Swimming,None,Luxury
9270,Non-Vegetarian,Suite,Table Tennis,None,Frugal
9271,Vegetarian,Standard,Golf,Sauna,Luxury
9272,Vegetarian,Deluxe,Golf,Sauna,Luxury
9273,Non-Vegetarian,Standard,Swimming,None,Luxury
9274,Vegetarian,Suite,Golf,Massage,Frugal
9275,Vegan,Deluxe,Table Tennis,None,Luxury
9276,Vegetarian,Suite,Table Tennis,Sauna,Luxury
9277,Non-Vegetarian,Suite,None,Massage,Luxury
9278,Vegetarian,Suite,Golf,Sauna,Frugal
9279,Vegetarian,Standard,Swimming,None,Frugal
9280,Vegetarian,Deluxe,None,Massage,Frugal
9281,Vegan,Suite,Swimming,Gym,Frugal
9282,Vegan,Standard,None,None,Frugal
9283,Vegan,Deluxe,Swimming,Gym,Luxury
9284,Vegan,Deluxe,Table Tennis,Sauna,Luxury
9285,Non-Vegetarian,Standard,Table Tennis,Sauna,Luxury
9286,Vegan,Standard,Swimming,Gym,Frugal
9287,Non-Vegetarian,Standard,Swimming,Sauna,Frugal
9288,Vegetarian,Deluxe,Table Tennis,Sauna,Frugal
9289,Non-Vegetarian,Standard,Table Tennis,Sauna,Frugal
9290,Non-Vegetarian,Suite,Swimming,None,Luxury
9291,Vegan,Suite,Swimming,None,Frugal
9292,Vegan,Deluxe,Swimming,Gym,Luxury
9293,Non-Vegetarian,Standard,Swimming,None,Frugal
9294,Vegan,Suite,None,Gym,Frugal
9295,Non-Vegetarian,Standard,None,None,Luxury
9296,Vegetarian,Suite,None,Sauna,Frugal
9297,Vegan,Deluxe,Golf,Massage,Luxury
9298,Vegetarian,Deluxe,Swimming,Sauna,Frugal
9299,Vegan,Deluxe,None,Sauna,Luxury
9300,Non-Vegetarian,Suite,None,Sauna,Frugal
9301,Non-Vegetarian,Deluxe,Table Tennis,None,Luxury
9302,Vegetarian,Standard,None,Sauna,Frugal
9303,Vegetarian,Deluxe,Table Tennis,Gym,Frugal
9304,Vegetarian,Deluxe,Table Tennis,Gym,Luxury
9305,Vegan,Standard,Golf,Sauna,Frugal
9306,Vegan,Deluxe,Swimming,Sauna,Frugal
9307,Vegetarian,Deluxe,None,Sauna,Luxury
9308,Vegetarian,Deluxe,Swimming,Gym,Luxury
9309,Vegan,Standard,Table Tennis,Sauna,Luxury
9310,Vegan,Suite,Swimming,Gym,Frugal
9311,Non-Vegetarian,Deluxe,Golf,None,Frugal
9312,Vegetarian,Deluxe,None,Sauna,Frugal
9313,Vegetarian,Suite,Golf,Massage,Frugal
9314,Non-Vegetarian,Deluxe,None,Gym,Luxury
9315,Non-Vegetarian,Standard,Golf,Gym,Luxury
9316,Vegetarian,Suite,Table Tennis,Gym,Luxury
9317,Non-Vegetarian,Suite,None,None,Frugal
9318,Vegan,Deluxe,None,Gym,Luxury
9319,Vegetarian,Deluxe,Golf,None,Luxury
9320,Vegetarian,Suite,Swimming,None,Luxury
9321,Vegetarian,Suite,Golf,Gym,Luxury
9322,Vegetarian,Standard,Table Tennis,Gym,Frugal
9323,Vegetarian,Standard,Swimming,Sauna,Frugal
9324,Non-Vegetarian,Suite,Table Tennis,Massage,Frugal
9325,Non-Vegetarian,Suite,Swimming,Massage,Frugal
9326,Non-Vegetarian,Deluxe,None,None,Luxury
9327,Vegetarian,Deluxe,None,Massage,Luxury
9328,Vegetarian,Deluxe,Table Tennis,Gym,Luxury
9329,Non-Vegetarian,Standard,None,Sauna,Frugal
9330,Non-Vegetarian,Standard,Swimming,Sauna,Frugal
9331,Vegan,Deluxe,Swimming,Massage,Luxury
9332,Non-Vegetarian,Suite,None,Massage,Luxury
9333,Non-Vegetarian,Deluxe,Golf,Sauna,Luxury
9334,Vegan,Deluxe,Swimming,Gym,Frugal
9335,Non-Vegetarian,Suite,Swimming,None,Frugal
9336,Vegetarian,Standard,Swimming,Massage,Frugal
9337,Vegetarian,Suite,Golf,Massage,Luxury
9338,Vegetarian,Suite,Golf,Sauna,Frugal
9339,Vegetarian,Suite,None,Massage,Frugal
9340,Non-Vegetarian,Deluxe,Table Tennis,Massage,Luxury
9341,Vegetarian,Deluxe,None,Massage,Luxury
9342,Vegan,Suite,None,Sauna,Frugal
9343,Non-Vegetarian,Suite,Table Tennis,None,Frugal
9344,Vegetarian,Deluxe,Table Tennis,Massage,Frugal
9345,Vegan,Standard,None,Massage,Frugal
9346,Vegan,Suite,Golf,None,Frugal
9347,Non-Vegetarian,Deluxe,Swimming,Gym,Luxury
9348,Vegetarian,Deluxe,Table Tennis,None,Luxury
9349,Vegetarian,Deluxe,Golf,Massage,Frugal
9350,Vegan,Standard,None,Sauna,Luxury
9351,Non-Vegetarian,Standard,Golf,Massage,Luxury
9352,Vegetarian,Standard,Table Tennis,None,Frugal
9353,Vegan,Standard,Table Tennis,Massage,Frugal
9354,Vegan,Suite,Swimming,Gym,Frugal
9355,Vegetarian,Deluxe,Golf,None,Frugal
9356,Vegan,Suite,Golf,None,Luxury
9357,Vegan,Suite,Table Tennis,None,Luxury
9358,Vegetarian,Suite,Golf,None,Frugal
9359,Vegetarian,Standard,None,Sauna,Frugal
9360,Vegetarian,Standard,None,Gym,Luxury
9361,Vegetarian,Standard,None,Gym,Luxury
9362,Non-Vegetarian,Standard,Swimming,Massage,Frugal
9363,Non-Vegetarian,Deluxe,Swimming,Gym,Frugal
9364,Vegetarian,Standard,Table Tennis,Massage,Frugal
9365,Vegetarian,Suite,Table Tennis,None,Frugal
9366,Vegan,Standard,Swimming,Sauna,Frugal
9367,Non-Vegetarian,Deluxe,Swimming,Sauna,Frugal
9368,Vegan,Standard,Golf,Sauna,Luxury
9369,Vegetarian,Suite,Table Tennis,Gym,Luxury
9370,Vegan,Suite,Golf,Sauna,Luxury
9371,Non-Vegetarian,Deluxe,Table Tennis,Gym,Luxury
9372,Vegan,Standard,None,None,Luxury
9373,Vegan,Deluxe,Swimming,Massage,Luxury
9374,Vegetarian,Standard,Swimming,Sauna,Frugal
9375,Non-Vegetarian,Suite,Golf,Sauna,Luxury
9376,Non-Vegetarian,Standard,Golf,None,Luxury
9377,Non-Vegetarian,Suite,Swimming,None,Frugal
9378,Vegetarian,Deluxe,Swimming,Massage,Frugal
9379,Vegetarian,Deluxe,Swimming,Massage,Frugal
9380,Vegetarian,Suite,Swimming,Sauna,Luxury
9381,Vegetarian,Suite,Swimming,None,Luxury
9382,Non-Vegetarian,Deluxe,None,Sauna,Luxury
9383,Vegan,Standard,Golf,Massage,Frugal
9384,Vegan,Suite,None,Sauna,Frugal
9385,Vegan,Standard,None,None,Frugal
9386,Vegan,Deluxe,Swimming,None,Frugal
9387,Vegan,Standard,Table Tennis,Massage,Frugal
9388,Non-Vegetarian,Standard,Table Tennis,Sauna,Luxury
9389,Non-Vegetarian,Suite,None,Gym,Luxury
9390,Vegan,Suite,Swimming,None,Frugal
9391,Vegan,Standard,Golf,None,Frugal
9392,Vegetarian,Standard,Swimming,Sauna,Luxury
9393,Vegetarian,Deluxe,Table Tennis,Massage,Frugal
9394,Non-Vegetarian,Deluxe,Table Tennis,None,Frugal
9395,Vegetarian,Suite,None,Gym,Luxury
9396,Vegan,Standard,Golf,None,Luxury
